round,client_id,shapley_value,flagged_status,rolling_variance,trend_slope,z_score
33,1,0.0,0,0.0,0.0,0.0
33,9,0.0,0,0.0,0.0,0.0
33,10,0.0,0,0.0,0.0,0.0
33,13,0.0,0,0.0,0.0,0.0
33,16,0.0,0,0.0,0.0,0.0
33,18,0.0,0,0.0,0.0,0.0
33,24,0.0,0,0.0,0.0,0.0
33,25,0.0,0,0.0,0.0,0.0
33,28,0.0,0,0.0,0.0,0.0
33,29,0.0,0,0.0,0.0,0.0
34,1,0.0,0,0.0,0.0,0.0
34,9,0.0,0,0.0,0.0,0.0
34,10,0.0,0,0.0,0.0,0.0
34,13,0.0,0,0.0,0.0,0.0
34,16,0.0,0,0.0,0.0,0.0
34,18,0.0,0,0.0,0.0,0.0
34,24,0.0,0,0.0,0.0,0.0
34,25,0.0,0,0.0,0.0,0.0
34,28,0.0,0,0.0,0.0,0.0
34,29,0.0,0,0.0,0.0,0.0
35,1,0.0,0,0.0,0.0,0.0
35,9,0.0,0,0.0,0.0,0.0
35,10,0.0,0,0.0,0.0,0.0
35,13,0.0,0,0.0,0.0,0.0
35,16,0.0,0,0.0,0.0,0.0
35,18,0.0,0,0.0,0.0,0.0
35,24,0.0,0,0.0,0.0,0.0
35,25,0.0,0,0.0,0.0,0.0
35,28,0.0,0,0.0,0.0,0.0
35,29,0.0,0,0.0,0.0,0.0
36,1,0.0,0,0.0,0.0,0.0
36,9,0.0,0,0.0,0.0,0.0
36,10,0.0,0,0.0,0.0,0.0
36,13,0.0,0,0.0,0.0,0.0
36,16,0.0,0,0.0,0.0,0.0
36,18,0.0,0,0.0,0.0,0.0
36,24,0.0,0,0.0,0.0,0.0
36,25,0.0,0,0.0,0.0,0.0
36,28,0.0,0,0.0,0.0,0.0
